article_id,hypothesis_text,linked_theory,linkage_strength,inference_type,mechanism_specified,mechanism_description,linkage_explanation
Study246,"U23 ELITE cyclists demonstrate higher physiological, performance, as well as training and racing characteristics compared to U23 NON-ELITE.",NA,none,motivated,FALSE,NA,"The hypothesis is motivated by the theoretical framework of athletic development and performance, but no explicit logical connection is stated."
Study248,"RSE training and RHIE training would be equivalently effective at improving RHIEa, with larger improvements for repeated sprints with RSE training",NA,none,motivated,FALSE,NA,"The hypotheses are motivated by the theoretical framework of repeated sprint exercise and high-intensity interval training, but no explicit logical connection is stated."
Study248,RHIE training would more strongly improve repeated contact effort performance,NA,none,motivated,FALSE,NA,"The hypotheses are motivated by the theoretical framework of repeated high-intensity effort ability, but no explicit logical connection is stated."
Study248,Both training programs would produce similar improvements in game situations in terms of high-intensity running and contact efforts production,NA,none,motivated,FALSE,NA,"The hypotheses are motivated by the theoretical framework of repeated sprint exercise and high-intensity interval training, but no explicit logical connection is stated."
Study249,combined high-intensity static stretching and high-speed dynamic stretching decreases the MTU stiffness and increases muscle strength of the hamstrings,NA,none,motivated,FALSE,NA,"The hypothesis is motivated by previous studies, but there is no explicit logical connection between the theory and the hypothesis"
Study250,it was hypothesised that both training load and environmental conditions would influence sweat rate and sodium loss.,NA,none,motivated,FALSE,NA,"The hypothesis is motivated by the context of football training and environmental conditions, but no explicit theoretical framework is provided."
Study251,"the adaptive ankle brace would restrict movement less during slower, nonexcessive ankle motions",NA,none,motivated,FALSE,NA,"The hypothesis is motivated by the desire to optimize ankle protection technology, but no explicit theoretical framework is provided."
Study251,the adaptive ankle brace would have a similar protective effect to passive braces during sudden inversion motions,NA,none,motivated,FALSE,NA,"The hypothesis is motivated by the desire to compare adaptive and passive ankle braces, but no explicit theoretical framework is provided."
Study251,the adaptive ankle brace would improve sports performance and subjective comfort rating of athletes compared with passive ankle braces,NA,none,motivated,FALSE,NA,"The hypothesis is motivated by the desire to optimize ankle protection technology, but no explicit theoretical framework is provided."
Study253,"WG/S decrease wrist joint moment, joint angles, total joint ROM arc, and GRF in back handsprings.",NA,none,motivated,FALSE,NA,"The hypothesis is motivated by the theoretical idea that WG/S prevent wrist injuries, but no logical derivation from a named theory is provided."
Study254,"peak M s, peak M a, peak M k, and peak M h would increase with load but not depth",NA,none,consistent,FALSE,NA,"The hypothesis is motivated by the previous research findings, but there is no explicit theoretical grounding."
Study254,percent contribution of the ankle would decrease with depth but increase with load,NA,none,consistent,FALSE,NA,"The hypothesis is motivated by the previous research findings, but there is no explicit theoretical grounding."
Study254,percent contribution of the knee would increase with depth but not load,NA,none,consistent,FALSE,NA,"The hypothesis is motivated by the previous research findings, but there is no explicit theoretical grounding."
Study254,percent contribution of the hip would increase with both depth and load,NA,none,consistent,FALSE,NA,"The hypothesis is motivated by the previous research findings, but there is no explicit theoretical grounding."
Study255,we hypothesized that the effects of increased ROM and decreased tissue hardness would be greater in VFR compared to FR because the vibration function would affect mechanoreceptors,Mechanoreceptors Theory,explicit,consistent,TRUE,the vibration function would affect mechanoreceptors,"The hypothesis is consistent with the Mechanoreceptors Theory, which suggests that the vibration function affects mechanoreceptors"
Study255,we hypothesized that a short-term intervention would not alter CMJ height,NA,none,consistent,FALSE,NA,There is no explicit theoretical grounding for this hypothesis
Study256,"lower movement velocities and higher force levels can be hypothesized during BPT when loads are increased during exercise (eg, 30%-70% of 1-RM)",NA,none,consistent,FALSE,NA,"The hypothesis is motivated by the literature review, but there is no explicit theoretical grounding."
Study256,mechanical performance measures during BPT will be enhanced when using EXT compared with INT instructions at light and/or heavy loads but not at moderate loads,NA,none,consistent,FALSE,NA,"The hypothesis is motivated by the literature review, but there is no explicit theoretical grounding."
Study257,different wrist postures would result in varying strength levels in HG-S max,NA,none,motivated,FALSE,NA,"The hypothesis is motivated by the context of handgrip task performance and wrist postures, but no explicit theoretical connection is made."
Study257,"we expected to find a relationship between MEP amplitude and posture, whereby postures that generate muscle shortening would increase MEP amplitude",NA,none,motivated,FALSE,NA,"The hypothesis is motivated by the context of muscle length and corticospinal modulation, but no explicit theoretical connection is made."
Study257,we posit a corticospinal modulatory effect of the intrinsic hand muscle even if it has not modified its length,NA,none,motivated,FALSE,NA,"The hypothesis is motivated by the context of corticospinal modulation and muscle length, but no explicit theoretical connection is made."
Study259,"exercise in a hot, humid environment would produce greater functional balance deficits than exercise in ambient temperatures and standing in the heat",Constraint-Led Approach,explicit,consistent,TRUE,"exercise fatigue can reduce postural stability by causing changes in the center of pressure away from more stable positions, and decrreasing control over body dynamics when exposed to challenging postural positions","the hypothesis is consistent with the Constraint-Led Approach, which suggests that environmental heat stress can lead to loss of functional balance"
Study259,the 20-minute recovery protocol would not return rectal temperature and perceived exertion measures to baseline values,NA,none,motivated,FALSE,NA,"the hypothesis is motivated by the research context, but there is no logical derivation from a specific theory"
Study260,"the inhibited response, but not the simple responsein both the cognitive and the motor tasks will be altered by the exercise; and (2) motor and cognitive inhibition will be related.",NA,none,motivated,FALSE,NA,"The hypotheses are motivated by the theories of cognitive control and motor inhibition, but no explicit logical connection is stated."
Study262,the kinematics of a single-leg DVJ leg would differ between the dominant and nondominant legs and that the difference would be greater at initial contact (IC),Leg Dominance Theory,explicit,consistent,TRUE,"the supporting leg attenuates shock and accelerates the swing of the kicking leg, leading to kinematic differences between dominant and nondominant legs",this hypothesis follows from Leg Dominance Theory's claims about asymmetry and unilateral lower limb injuries
Study263,Does the sequence of plyometric and dynamic stretching exercises influence subsequent sprint performance?,NA,none,none,FALSE,NA,No explicit theory connection is stated
Study265,"8 weeks of in-season RT in Division I NCAA football players in the LVHI exercise group would result in significant increases in lower-body strength, power, and acceleration, whereas the EHVLI exercise group would result in maintenance or even decreases in the same variables.",Self-Organizing System (Sos) Theory,none,consistent,FALSE,NA,"The hypothesis is motivated by the theoretical framework of Self-Organizing System (Sos) Theory, but there is no explicit logical connection between the theory and the hypothesis."
Study266,prior cues would influence action anticipation,NA,none,consistent,FALSE,NA,the study's findings are consistent with prior research on the role of nonkinematic information in action anticipation
Study266,expert goalkeepers would outperform novices on the cue-anticipation task,NA,none,consistent,FALSE,NA,the study's findings are consistent with prior research on the superiority of athletes in domain-general cognition
Study266,the amplitudes of both cue-locked and target-locked components would be influenced by prior cues,NA,none,consistent,FALSE,NA,the study's findings are consistent with prior research on the neural mechanisms underlying cognitive processing of prior information and visual information
Study267,"it was expected that those who used the spatial occlusion goggles during the training intervention would benefit through (i) a significant improvement in pass accuracy, reducing outcome error, (ii) a significant improvement in football control, reducing control error and (iii) a significant improvement in concurrent number call task, reducing number call error, once full visual conditions were returned.",NA,none,motivated,TRUE,reducing visual information available using spatial occlusion goggles,"The expected results are motivated by the practical applications of visual occlusion in sports, but no explicit theoretical framework is provided."
Study268,a sustained isometric knee contraction would induce both pain unpleasantness and pain intensity,NA,none,motivated,FALSE,NA,the study aims to evaluate the relationship between endurance exercise and pain dimensions
Study268,"active tDCS with the anodal electrode placed over the left DLPFC would reduce ratings of exercise-induced pain unpleasantness, but not pain intensity, and enhance muscular endurance time when compared to a placebo control",NA,none,motivated,FALSE,NA,the study aims to assess the effects of tDCS on pain and endurance performance
Study269,sport-specific physical performance gains (repeated-sprint ability and on-field aerobic capacity) and vascular function adaptations will be larger after this innovative RSH protocol compared with RSN,NA,none,motivated,FALSE,NA,"The study aims to investigate the effectiveness of a novel RSH protocol, but no specific theoretical framework is mentioned."
Study270,"We hypothesised that combining HIIT and dry-land training with MST would improve maximum muscular strength, technique, and 100-m butterfly swimming performance in competitive age-group swimmers.",NA,none,motivated,FALSE,NA,"The hypothesis is motivated by the theoretical framework of improving swimming performance through strength training and high-intensity interval training, but no explicit theory is cited."
Study271,"We hypothesized that the MF intervention would worsen players' game-based relevant performance responses such as physical enjoyment, total distance covered, and technical actions (e.g., lost balls and unsuccessful passes).",NA,none,motivated,FALSE,NA,"The hypothesis is motivated by the theoretical framework of mental fatigue's effects on performance, but no explicit logical connection to a theory is stated."
Study272,the athlete group with poorer neurocognitive function would exhibit greater acceleration and rotational velocity following landing compared to the groups with higher neurocognitive function,NA,none,motivated,FALSE,NA,"The hypothesis is motivated by the theoretical framework of neurocognition's influence on athletic movement patterns, but no explicit logical connection is stated."
