article_id,detection_type,name,theory_framework_type,role,tested_prediction,prediction_strength,boundary_conditions_met,rival_theories_acknowledged,justification,confidence,name_raw
Study236,implicit,Stiffening Plate Theory (Mtp Joint Mechanics),causal,operational,"In the NP shoes, dorsiflexion and negative work at the MTP joint would be less.",moderate,within,FALSE,"In the NP shoes, dorsiflexion and negative work at the MTP joint would be less.",0.65,Stiffening Plate Theory (MTP Joint Mechanics)
Study236,implicit,Stiffening Plate Theory (Ankle Joint Mechanics),causal,operational,"In the NP shoes, the peak ankle extensor moment would be greater.",moderate,within,TRUE,"In the NP shoes, the peak ankle extensor moment would be greater.",0.6,Stiffening Plate Theory (Ankle Joint Mechanics)
Study238,implicit,Corticospinal Adaptation Model (Implicit),causal,operational,"High-intensity strength training (85% 1-RM) will increase corticospinal excitability (CSE) and reduce short-interval intracortical inhibition (SICI), while low-intensity strength training (<30% 1-RM) will increase CSE but have no effect on SICI.",moderate,within,FALSE,"High-intensity strength training (85% 1-RM) will increase corticospinal excitability (CSE) and reduce short-interval intracortical inhibition (SICI), while low-intensity strength training (<30% 1-RM) will increase CSE but have no effect on SICI.",0.7,Corticospinal Adaptation Model (implicit)
Study239,implicit,Central Vs. Peripheral Fatigue Framework,taxonomic,operational,"The beneficial effects of localized cooling on repeated forearm endurance performance in the heat are due to peripheral mechanisms (e.g., glycolysis/glycogenolysis sparing, gross efficiency) rather than central mechanisms (e.g., ameliorating hyperthermia, reducing cardiovascular strain).",moderate,within,TRUE,"The beneficial effects of localized cooling on repeated forearm endurance performance in the heat are due to peripheral mechanisms (e.g., glycolysis/glycogenolysis sparing, gross efficiency) rather than central mechanisms (e.g., ameliorating hyperthermia, reducing cardiovascular strain).",0.7,Central vs. Peripheral Fatigue Framework
Study239,implicit,Optimal Muscle Temperature Hypothesis,causal,contextual,NA,absent,within,FALSE,NA,0.6,Optimal Muscle Temperature Hypothesis
Study240,implicit,Muscle Fatigue Via Metabolic Acidosis,causal,operational,"Beta-alanine supplementation (increasing muscle carnosine) will enhance buffering capacity, attenuate fatigue, and thereby improve strength and morphological adaptations to resistance training.",moderate,within,FALSE,"Beta-alanine supplementation (increasing muscle carnosine) will enhance buffering capacity, attenuate fatigue, and thereby improve strength and morphological adaptations to resistance training.",0.7,Muscle Fatigue via Metabolic Acidosis
Study241,implicit,Postural Control System Development Model,taxonomic,contextual,NA,absent,within,FALSE,NA,0.6,Postural Control System Development Model
Study241,implicit,Task-Specificity Of Training Adaptations,causal,operational,"Children will benefit more from dynamic balance training (high task difficulty) due to the multiple postural control strategies involved, leading to greater improvements in balance and muscle power compared to static or quasi-dynamic training.",moderate,within,FALSE,"Children will benefit more from dynamic balance training (high task difficulty) due to the multiple postural control strategies involved, leading to greater improvements in balance and muscle power compared to static or quasi-dynamic training.",0.7,Task-Specificity of Training Adaptations
Study242,explicit,Constant Limb Hypothesis,causal,operational,"The resultant force (F_TOT) would remain similar in the curve vs. straight, but with a redistribution of its orthogonal components: vertical force (F_V) would decrease, and mediolateral force (F_M-L) would increase. Consequently, stance times would increase to maintain a similar vertical impulse (IMP_V).",strong,within,FALSE,NA,0.9,Constant Limb Hypothesis
Study244,implicit,Energy Substrate Mobilisation Model (Intermittent Fasting),causal,operational,"Acute fasting (12h and 16h) will negatively influence resistance training performance (e.g., reduce total volume load, maximum repetitions) and increase subjective perceptions of hunger and satiety, with effects proportional to fasting duration.",moderate,within,FALSE,"Acute fasting (12h and 16h) will negatively influence resistance training performance (e.g., reduce total volume load, maximum repetitions) and increase subjective perceptions of hunger and satiety, with effects proportional to fasting duration.",0.7,Energy Substrate Mobilisation Model (Intermittent Fasting)
Study244,implicit,Affective Response To Metabolic State Model,causal,operational,Acute fasting will increase subjective perceptions of hunger and satiety proportionally to the fasting time.,moderate,within,FALSE,Acute fasting will increase subjective perceptions of hunger and satiety proportionally to the fasting time.,0.65,Affective Response to Metabolic State Model
Study245,explicit,Arthrogenic Muscle Inhibition (Ami) Model,causal,contextual,NA,absent,within,FALSE,NA,0.8,Arthrogenic Muscle Inhibition (AMI) Model
Study245,implicit,Pathomechanical-Sensory-Perceptual-Motor-Behavioral Impairment Framework For Cai,causal,contextual,NA,absent,within,FALSE,NA,0.6,Pathomechanical-Sensory-Perceptual-Motor-Behavioral Impairment Framework for CAI
Study245,implicit,Muscle Compartmentalization/Regional Activation Theory,taxonomic,operational,The posterior peroneus longus compartment will present a lower EMG amplitude in the CAI group compared to the No-CAI group.,moderate,within,TRUE,The posterior peroneus longus compartment will present a lower EMG amplitude in the CAI group compared to the No-CAI group.,0.7,Muscle Compartmentalization/Regional Activation Theory
Study247,explicit,Neural Drive Theory Of Dyspnea,causal,contextual,NA,absent,within,FALSE,NA,0.9,Neural Drive Theory of Dyspnea
Study247,implicit,Respiratory Muscle Fatigue And Locomotor Muscle Competition Model,causal,operational,"The ETM will decrease TTE and increase dyspnea, EMG di, P di, and respiratory muscle fatigue compared to control exercise.",moderate,within,FALSE,"The ETM will decrease TTE and increase dyspnea, EMG di, P di, and respiratory muscle fatigue compared to control exercise.",0.7,Respiratory Muscle Fatigue and Locomotor Muscle Competition Model
Study251,implicit,Trade-Off/Optimization Framework For Ankle Protection Technology,taxonomic,operational,"An adaptive ankle brace will outperform passive braces by optimizing the trade-off between four domains: protection, sports performance, subjective comfort/stability, and freedom of movement during non-excessive motion.",moderate,within,FALSE,"An adaptive ankle brace will outperform passive braces by optimizing the trade-off between four domains: protection, sports performance, subjective comfort/stability, and freedom of movement during non-excessive motion.",0.6,Trade-off/optimization framework for ankle protection technology
Study252,explicit,Length-Tension Relationship,causal,operational,"Contraction of the scapular retractors in different shoulder-abduction angles while standing may alter the length-tension relationship of the muscles, resulting in variable activation of the parts of the trapezius muscle.",moderate,within,FALSE,NA,0.9,Length-Tension Relationship
Study254,explicit,Support Moment (M_s) Framework,taxonomic,operational,"The relative contributions of the ankle, knee, and hip joint moments to the total support moment (M_s) will change systematically with variations in squat depth and load.",moderate,within,TRUE,NA,0.7,Support Moment (M_s) Framework
Study255,implicit,Mechanoreceptor-Mediated Neuromuscular Modulation,causal,operational,The effects of increased ROM and decreased tissue hardness will be greater in VFR compared to FR.,moderate,within,FALSE,The effects of increased ROM and decreased tissue hardness will be greater in VFR compared to FR.,0.6,Mechanoreceptor-mediated neuromuscular modulation
Study255,implicit,Dose-Response Relationship For Foam Rolling,mathematical,contextual,NA,absent,within,FALSE,NA,0.7,Dose-response relationship for foam rolling
Study256,explicit,Force-Velocity Relationship (Power Profile),mathematical,operational,"Lower movement velocities and higher force levels will be observed during BPT when loads are increased (e.g., 30%-70% of 1-RM).",strong,within,FALSE,NA,0.9,Force-Velocity Relationship (Power Profile)
Study256,implicit,Constrained Action Hypothesis,causal,operational,"Mechanical performance measures during BPT will be enhanced when using an external focus of attention (EXT) compared with an internal focus (INT) at light and/or heavy loads, but not at moderate loads.",moderate,within,FALSE,"Mechanical performance measures during BPT will be enhanced when using an external focus of attention (EXT) compared with an internal focus (INT) at light and/or heavy loads, but not at moderate loads.",0.75,Constrained Action Hypothesis
Study257,explicit,Length-Tension Relationship (Muscle Physiology),causal,contextual,NA,absent,within,FALSE,NA,0.9,Length-Tension Relationship (Muscle Physiology)
Study257,implicit,Task-Dependent Corticospinal Modulation,causal,operational,"A handgrip task (complex, multi-articular) will generate greater corticospinal facilitation of the synergistic muscle network than a uni-articular task, and will modulate corticospinal excitability of intrinsic muscles even without changes in their length.",moderate,within,TRUE,"A handgrip task (complex, multi-articular) will generate greater corticospinal facilitation of the synergistic muscle network than a uni-articular task, and will modulate corticospinal excitability of intrinsic muscles even without changes in their length.",0.7,Task-Dependent Corticospinal Modulation
Study258,implicit,Autonomic Nervous System (Ans) Homeostatic/Regulatory Framework,causal,operational,"A daytime nap will induce a shift in cardiac autonomic activity (as measured by HRV) towards parasympathetic (vagal) dominance, reflecting a beneficial regulatory influence on the cardiovascular system.",moderate,within,FALSE,"A daytime nap will induce a shift in cardiac autonomic activity (as measured by HRV) towards parasympathetic (vagal) dominance, reflecting a beneficial regulatory influence on the cardiovascular system.",0.7,Autonomic Nervous System (ANS) Homeostatic/Regulatory Framework
Study258,implicit,Hrv As A Psychophysiological Marker Framework,taxonomic,contextual,NA,absent,within,FALSE,NA,0.6,HRV as a Psychophysiological Marker Framework
Study260,explicit,"Coupling/Decoupling Interactions Model (Boisgontier Et Al., 2014)",taxonomic,operational,"The processing complexity of a motor task is determined by recruitment (effector-specific networks) and selection (coupling/decoupling interactions) principles. Simple RT tasks represent recruitment complexity, while choice RT tasks involve additional selection complexity, requiring more inhibitory effort.",moderate,within,FALSE,NA,0.7,"Coupling/Decoupling Interactions Model (Boisgontier et al., 2014)"
Study260,implicit,Energetic Arousal / Physiological Priming Framework,causal,contextual,NA,absent,within,TRUE,NA,0.6,Energetic Arousal / Physiological Priming Framework
Study260,implicit,Shared Neural Network Model Of Inhibition,taxonomic,operational,"Because cognitive and motor inhibitory functions are mediated by overlapping brain networks (prefrontal cortices and basal ganglia), improvements in cognitive inhibition following acute exercise should be paralleled by improvements in motor inhibition, and the two will be related.",moderate,within,FALSE,"Because cognitive and motor inhibitory functions are mediated by overlapping brain networks (prefrontal cortices and basal ganglia), improvements in cognitive inhibition following acute exercise should be paralleled by improvements in motor inhibition, and the two will be related.",0.65,Shared Neural Network Model of Inhibition
Study261,explicit,Point-Mass Model (Of Running Mechanics),mathematical,contextual,NA,absent,within,TRUE,NA,0.9,Point-Mass Model (of Running Mechanics)
Study261,implicit,Joint Work As A Surrogate For Muscle Mechanical Energy,causal,operational,"Quantifying work done by joint moments will reveal the biomechanics (i.e., reductions in work, particularly at the hip) underpinning reductions in running speed following repeated sprints.",moderate,within,TRUE,"Quantifying work done by joint moments will reveal the biomechanics (i.e., reductions in work, particularly at the hip) underpinning reductions in running speed following repeated sprints.",0.7,Joint Work as a Surrogate for Muscle Mechanical Energy
Study263,explicit,Post-Activation Performance Enhancement (Pape),causal,operational,"That a conditioning activity (CA) will enhance subsequent sprint performance (via mechanisms of increased muscle temperature, neural potentiation, and/or metabolic priming).",moderate,within,FALSE,NA,0.8,Post-Activation Performance Enhancement (PAPE)
Study266,explicit,Bayesian Integration Framework,mathematical,contextual,NA,absent,within,FALSE,NA,0.9,Bayesian Integration Framework
Study266,explicit,Motor Simulation Theory,causal,contextual,NA,absent,within,TRUE,NA,0.85,Motor Simulation Theory
Study266,implicit,Information-Processing Framework (Expert-Novice Paradigm),paradigm,operational,Expert goalkeepers will outperform novices on the cue-anticipation task because long-term sports training may improve the efficiency of information processing related to their field of expertise.,weak,within,FALSE,Expert goalkeepers will outperform novices on the cue-anticipation task because long-term sports training may improve the efficiency of information processing related to their field of expertise.,0.75,Information-Processing Framework (Expert-Novice Paradigm)
Study267,implicit,Information-Processing Framework (Implicit),causal,operational,"Training under spatially occluded visual conditions (reducing available information) will improve performance on football control and passing tasks, and on a concurrent attention task, once full vision is restored. This improvement is expected because the intervention forces the athlete to rely on earlier, more predictive postural cues and to allocate attentional resources more efficiently.",moderate,within,FALSE,"Training under spatially occluded visual conditions (reducing available information) will improve performance on football control and passing tasks, and on a concurrent attention task, once full vision is restored. This improvement is expected because the intervention forces the athlete to rely on earlier, more predictive postural cues and to allocate attentional resources more efficiently.",0.7,Information-Processing Framework (Implicit)
Study268,explicit,"Multidimensional Pain Theory (Melzack & Casey, 1968)",taxonomic,operational,A sustained isometric knee contraction will induce both pain unpleasantness (affective dimension) and pain intensity (sensory-discriminative dimension).,moderate,within,FALSE,NA,0.8,"Multidimensional Pain Theory (Melzack & Casey, 1968)"
Study268,explicit,"Tdcs Neuromodulation Mechanism (Nitsche & Paulus, 2011)",causal,contextual,NA,absent,within,FALSE,NA,0.9,"tDCS Neuromodulation Mechanism (Nitsche & Paulus, 2011)"
Study268,explicit,"Dlpfc Role In Pain Affect Regulation (Lorenz Et Al., 2003; Boggio Et Al., 2008)",causal,operational,"Active anodal tDCS over the left DLPFC will reduce ratings of exercise-induced pain unpleasantness (affective dimension), but not pain intensity (sensory dimension), and will enhance muscular endurance time compared to placebo.",strong,within,TRUE,NA,0.85,"DLPFC Role in Pain Affect Regulation (Lorenz et al., 2003; Boggio et al., 2008)"
Study269,implicit,Hypoxia-Induced Physiological Adaptation Model,causal,operational,"A novel RSH protocol using very severe hypoxia (~5000 m) during sprint sets, with interset rest in normoxia, will produce larger gains in sport-specific physical performance (repeated-sprint ability, on-field aerobic capacity) and vascular function compared to RSN.",moderate,within,FALSE,"A novel RSH protocol using very severe hypoxia (~5000 m) during sprint sets, with interset rest in normoxia, will produce larger gains in sport-specific physical performance (repeated-sprint ability, on-field aerobic capacity) and vascular function compared to RSN.",0.7,Hypoxia-Induced Physiological Adaptation Model
Study271,implicit,Psychobiological Model Of Mental Fatigue,causal,operational,"Mental fatigue intervention will worsen players' game-based performance responses (physical enjoyment, total distance covered, technical actions).",moderate,within,FALSE,"Mental fatigue intervention will worsen players' game-based performance responses (physical enjoyment, total distance covered, technical actions).",0.7,Psychobiological Model of Mental Fatigue
Study272,implicit,Neurocognitive-Performance-To-Biomechanics Model,causal,operational,"Athletes with poorer baseline neurocognitive function will exhibit greater acceleration and rotational velocity (i.e., worse dynamic postural stability) following landing compared to athletes with higher neurocognitive function.",moderate,within,FALSE,"Athletes with poorer baseline neurocognitive function will exhibit greater acceleration and rotational velocity (i.e., worse dynamic postural stability) following landing compared to athletes with higher neurocognitive function.",0.7,Neurocognitive-Performance-to-Biomechanics Model
