article_id,hypothesis_text,linked_theory,linkage_strength,inference_type,mechanism_specified,mechanism_description,linkage_explanation
Study214,"Compared to regular soccer training, substituting parts of a standard soccer training regimen with RBRT would induce larger improvements in measures of physical fitness in youth male soccer players.",Shared Locomotive Central Pattern Generators (CPGs) Framework,implicit,consistent,TRUE,"Both forward and backward running tasks originate from the same locomotive central pattern generators, and backward running places unique demands on musculotendinous functioning (increased reliance on isometric and concentric actions, decreased elastic utilization, greater muscle activation) which may stimulate positive adaptations.",The hypothesis is consistent with the CPG framework's proposition that training one locomotive task (backward running) can enhance performance in another (forward running and related athletic qualities) due to shared neural control.
Study215,"The study dependent variables will be influenced by the SSGs bout duration and participant number, with continuous bouts offering higher physiological demands and more enjoyment, and a greater number of participants resulting in more conservative physiological responses with more technical-tactical actions.",NA,none,none,FALSE,NA,The hypothesis makes no reference to any theoretical framework; it is empirically motivated by the practical need to understand training effects.
Study216,HABD torque would decrease after a fatiguing run.,Fatigue-Injury Model,implicit,consistent,FALSE,NA,"The hypothesis is consistent with the Fatigue-Injury Model's premise that fatigue impairs musculoskeletal function, but it is not a unique or necessary prediction of that model."
Study216,Gait variables previously associated with lower extremity overuse injury would be negatively correlated with HABD torque.,Biomechanical Overuse Injury Model,implicit,consistent,FALSE,NA,"The hypothesis aligns with the Biomechanical Overuse Injury Model's core idea that specific biomechanical factors (like gait variables) are linked to injury risk, and that strength (torque) may influence those factors."
Study217,"Rowing ergometer performance would decline after completing high-fatigue RT protocols, while low-fatigue RT protocols would not cause systematic changes.",NA,none,none,FALSE,NA,"The hypothesis is empirically motivated by prior studies on fatigue and performance, with no theoretical framework cited or implied."
Study217,Lower-body RT protocols would have a greater negative impact on rowing performance compared with upper-body RT protocols.,NA,none,none,FALSE,NA,"The hypothesis is based on a practical assumption from a meta-analysis about body-part-specific interference, not on a formal theoretical model."
Study218,Subjects would achieve greater 1RM scores under HBD conditions.,NA,none,none,FALSE,NA,The hypothesis is not linked to any theoretical framework; it appears to be empirically motivated by practical observations about the HBD's design.
Study218,There would be no difference in kinematic and kinetic variables between the exercises across all load conditions.,NA,none,none,FALSE,NA,The hypothesis is not grounded in any theoretical framework; it is a null prediction based on the practical question of whether the exercises are biomechanically interchangeable.
Study219,"The MULTI protocol would induce higher responses in all the dependent variables assessed (blood lactate, GH levels, estimated anaerobic energy cost, CK levels) compared with the SINGLE protocol.",NA,none,none,TRUE,Because of the higher amount of muscle mass involved and the magnitude of volume load (VL).,"The hypothesis is based on practical reasoning about exercise characteristics (muscle mass, volume load) rather than any formal theoretical framework."
Study220,PEBA midsole would have better running economy than EVA midsole when both conditions are fresh.,NA,none,none,FALSE,NA,The hypothesis is based on prior empirical findings about material properties (energy return percentages) rather than any theoretical framework.
Study220,"The PEBA midsole would suffer more wear after 450 km, which could negatively affect biomechanics and running economy.",NA,none,none,TRUE,"Due to its low density, PEBA could suffer greater wear of the material with use during the run, and wear leads to deterioration of mechanical characteristics (e.g., shock absorption, energy return), which in turn results in kinematic changes and reduced running economy.","The hypothesis combines a material property claim (low density leads to greater wear) with an empirical generalization from prior wear studies, without invoking a formal theory."
Study221,"Repeated rapid contractions mostly induced a decrement in the net neural drive with the consequence of lowering the early phase RFD (i.e., the first 50 ms of force production).",Neuromuscular Fatigue Mechanisms Framework,implicit,consistent,TRUE,Force production in the first 50 ms of contraction primarily depends on the neural drive to the muscles. Repeated rapid contractions are hypothesized to induce a decrement in this net neural drive.,"The hypothesis is consistent with the framework's principle that early-phase force production is neurally mediated, but it is not a strict deductive prediction from the framework."
Study222,"CAI patients would display altered reactive lower extremity joint kinematics (e.g., increased ankle inversion angular velocity and displacement) after an ankle inversion perturbation during unplanned single-leg landing compared to the planned single-leg landing.",NA,none,none,FALSE,NA,"The hypothesis is empirically motivated by prior findings cited in the introduction, with no theoretical framework invoked."
Study222,"Copers would have protective reactive lower extremity joint kinematics (e.g., reduced ankle inversion angular velocity and displacement) after an ankle inversion perturbation during unplanned single-leg landing compared to the planned single-leg landing.",NA,none,none,FALSE,NA,"The hypothesis is an abductive inference from the observed phenomenon of 'LAS coping' and the research gap, not derived from any theoretical model."
Study223,A longitudinal resisted sprint training program would improve ice skating speed and acceleration.,NA,none,none,FALSE,NA,"This hypothesis is based on an empirical analogy to findings in overground sports, not on a formal theoretical framework."
Study223,"Both intervention groups (on-ice and overground resisted sprint training) would improve ice skating speed, acceleration, and agility beyond any improvements displayed by the control group.",NA,none,none,FALSE,NA,"This hypothesis is an extension of the first, predicting a positive effect relative to a control, but remains grounded in prior empirical findings, not theory."
Study223,Ice skating kinematics and kinetics would be altered by participation in either resisted sprint training intervention.,NA,none,none,FALSE,NA,"This hypothesis is motivated by the stated gap in literature exploring training effects on kinematics, not by a theoretical model of adaptation."
Study224,"A greater magnitude (90% of 1 RM) of loading would yield more positive clinical (VISA-P), functional, and structural outcomes compared with a lower magnitude (55% of 1 RM) of loading in patients with patellar tendinopathy when the total exercise volume was equal in both groups.",Mechanotransduction In Tendon Healing,implicit,consistent,TRUE,"Tissue loading results in strain on fibroblasts, which initiates the synthesis of collagen and other extracellular matrix components important for the tendon healing process. A study in healthy tendons showed that greater load (and thus strain) produced increased tendon stiffness and cross-sectional area.","The hypothesis is consistent with the theory's core principle that mechanical strain stimulates fibroblast activity and tendon adaptation, but the theory does not strictly entail a specific dose-response relationship in a pathological population."
Study225,"Plyometric-based structured game active breaks would improve FMS competence, muscular fitness parameters, student self-perception, and student's actual behaviour.",NA,none,none,FALSE,NA,The hypothesis is not linked to any named or implied theoretical framework; it is empirically motivated by gaps in the literature.
Study226,Runners with larger tendons would exhibit increased flight time and reduced contact time during barefoot running.,Tendon Function In Energy Storage/Release,implicit,consistent,TRUE,due to their presumably improved capacity for storing and releasing greater elastic energy,"The hypothesis is framed around the theoretical principle that tendons store and release elastic energy, which is proposed to enhance running efficiency by affecting temporal parameters."
Study227,"NHE training would result in improved performance in all the dependent variables (standing long jump, 15 m manoeuvrability, and 30 m sprint).",NA,none,none,FALSE,NA,"The hypothesis is empirically motivated by prior studies showing NHE benefits in various metrics, not derived from any stated theoretical framework."
Study227,The 1-day per week format (volume-equated) would be just as effective as the 2-day per week format at improving performance in the dependent variables.,NA,none,none,FALSE,NA,"The hypothesis is motivated by practical programming efficiency and prior meta-analytic evidence (Cuthbert et al., 2021), not grounded in a theoretical model."
Study228,"Both subjective mental fatigue (MF) and physical fatigue (PF) would be increased post-match, comparative to pre.",NA,none,none,FALSE,NA,"The hypothesis is empirically motivated by the general observation that competition is demanding, with no reference to a theoretical framework."
Study228,MF and PF would emerge as separate perceptual constructs.,NA,none,none,FALSE,NA,"The hypothesis is motivated by the background discussion presenting MF and PF as distinct facets of fatigue, but no specific theory is cited to ground this prediction."
Study229,KT can reduce ankle plantarflexion angle and increase ankle dorsiflexion and eversion angles and moments compared with NT and PT.,Proprioceptive/Sensory Stimulation Theory Of Taping,implicit,consistent,TRUE,"KT provides stability and support through elasticity, extensibility, and stretchability, helping to adjust joint positions, modulate limb force lines, and attenuate joint impact force.",The hypothesis that KT will modify ankle kinematics and moments is consistent with the theory that taping stimulates skin sensation and proprioception to influence joint control.
Study230,"Combining NO3- and NAC supplementation before 1 h of cycling in the heavy-intensity domain would 1) elevate pre-exercise plasma [CYS] and [GSH] while reducing the oxidative stress biomarker plasma malondialdehyde ([MDA]), to a greater extent compared to ingestion of NO3- or NAC alone",Nitric Oxide Bioavailability Model,implicit,consistent,TRUE,"NAC donates thiols (cysteine, precursor for glutathione) which directly quench reactive oxygen species (ROS) and could protect NO from being scavenged by ROS. Co-ingesting NAC with NO3- could preserve NO bioavailability over time due to the antioxidant properties of NAC.","The hypothesis is consistent with the Nitric Oxide Bioavailability Model, as it predicts that preserving NO (via antioxidant protection from NAC) will enhance its bioavailability and downstream effects."
Study230,Combining NO3- and NAC supplementation... would 2) attenuate the expected decline in neuromuscular function to a greater extent than ingestion of NO3- or NAC alone,Nitric Oxide Bioavailability Model,implicit,consistent,TRUE,"Neuromuscular fatigue is related to a decline in muscle excitability linked to Na+/K+ ATPase activity. NO3- attenuates the rise in plasma [K+], and NAC enhances fatigue resistance via effects on the Na+/K+ pump, suggesting a possible common mechanism of action preserving muscle excitability.","The hypothesis is consistent with the model's focus on NO's physiological effects, extended here to a proposed synergistic action with NAC on a specific fatigue pathway (muscle excitability)."
Study230,Combining NO3- and NAC supplementation... would 3) improve time-to-exhaustion (TTE) to a greater extent than ingestion of NO3- or NAC alone,Nitric Oxide Bioavailability Model,implicit,consistent,TRUE,The combined supplementation is hypothesized to improve TTE *therefore* (as a consequence) because of the greater attenuation of oxidative stress (H1) and decline in neuromuscular function (H2).,"The final performance hypothesis is presented as a logical consequence of the preceding physiological hypotheses, which are themselves consistent with the Nitric Oxide Bioavailability Model."
Study231,Post BET would enhance physical and cognitive performance in both single and multitasking conditions compared with standard physical training alone.,Brain Endurance Training (BET) Model,explicit,consistent,TRUE,"Positive brain adaptations and increased overall training load without increasing physical load, leading to reduced perception of effort and improved resilience to mental fatigue.",The hypothesis is explicitly framed as a test of the BET model's application in a new context (post-session) and population (footballers).
Study232,A prior maximal voluntary isometric contraction (MVIC) would result in improved power clean performance across all contrast sets.,Postactivation Performance Enhancement (PAPE),explicit,consistent,TRUE,"MVIC performed at the starting position of the power clean increases force generation capability at that specific joint position, which benefits the performance of the subsequent ballistic movement.","The hypothesis is explicitly framed as testing the PAPE effect, which is the core theory for expecting performance enhancement after a conditioning activity."
Study233,Hamstrings stiffness would be positively associated with eccentric hamstrings strength.,Eccentric Strength As A Functional Surrogate/Determinant,implicit,consistent,FALSE,NA,"The hypothesis is consistent with the theory that eccentric strength is a functional determinant of dynamic joint stability, but the theory does not logically entail a direct association with stiffness."
Study233,Greater eccentric hamstrings strength would be associated with landing profiles consistent with less ACL loading.,Eccentric Strength As A Functional Surrogate/Determinant,implicit,consistent,TRUE,"The hamstrings function as dynamic stabilizers to resist anterior tibial translation, internal rotation, valgus loading, and anterior tibial shear force, which are ACL-loading mechanisms.","The hypothesis is consistent with the theory that eccentric strength is a functional determinant of dynamic stability, which should mitigate ACL-loading biomechanics."
Study233,Greater hamstrings stiffness would be associated with landing profiles consistent with less ACL loading.,Musculotendinous Stiffness As A Protective Mechanism,implicit,consistent,TRUE,"Greater hamstrings stiffness is associated with less anterior tibial translation during perturbation and smaller peak knee-valgus moments and anterior tibial shear force during landing, suggesting it reduces ACL loading.","The hypothesis is consistent with the theory that stiffness is a protective mechanism against ACL injury, as prior evidence links stiffness to reduced ACL-loading biomechanics."
Study234,An optimum support foot position would generate higher ball speed and accuracy during football instep kicking.,Radius Of Gyration / Angular Velocity Mechanism,implicit,consistent,TRUE,"A smaller posterior distance results in a higher ball speed. This was attributed to the larger radius of gyration of the more extended kicking leg when the support leg is far from the ball, causing a smaller angular leg swing velocity. Thus, a closer support foot position generates greater ball speeds.","The hypothesis is consistent with the angular velocity mechanism, which explains how support foot distance affects leg swing velocity and thus ball speed."
Study235,"Short bouts of tensional loading, initiated 2 weeks after the injury, would lead to a tendon callus with higher elastic modulus.",Tendon Mechanobiology / Mechanotransduction Theory,implicit,consistent,TRUE,Early tensile loading causes tissue deformation and mechanical stimulus that improves the material properties (elastic modulus) of the healing tendon callus.,The hypothesis is consistent with the core principle of mechanobiology that mechanical loading influences tissue healing and material properties.
Study235,Early loading would increase patient satisfaction and reduce muscle atrophy.,NA,none,none,FALSE,NA,The hypothesis about patient satisfaction and muscle atrophy is not linked to any theoretical framework mentioned in the introduction.
Study236,The NP shoes would allow people to run with less knee flexion and smaller peak knee moments.,Effective Mechanical Advantage (EMA) / Joint Gear Ratio Theory,implicit,abductive,TRUE,"Reduced knee flexion increases the EMA of the muscles acting around the knee joints, which reduces quadriceps muscle forces and thus metabolic requirements.","The hypothesis is framed as an extension of prior observations linking cushioning to reduced knee flexion and increased EMA, rather than a direct deduction from EMA theory."
Study236,"In the NP shoes, the peak ankle extensor moment would be greater.",Stiffening Plate Theory (Ankle Joint Mechanics),implicit,abductive,FALSE,NA,"The hypothesis is based on prior studies of carbon-fiber plates, which have been linked to changes in ankle joint mechanics, but no specific causal pathway from plate stiffness to increased ankle moment is detailed here."
Study236,"In the NP shoes, dorsiflexion and negative work at the MTP joint would be less.",Stiffening Plate Theory (MTP Joint Mechanics),implicit,abductive,TRUE,Midsoles with greater longitudinal bending stiffness limit MTP dorsiflexion and result in smaller moments and less negative work around the MTP joint.,"The hypothesis directly references the established empirical relationship from Willwacher et al. (2014) between plate stiffness and reduced MTP joint work, with the stiffening plate theory providing the mechanistic context."
Study237,There would be significant interleg differences in knee biomechanics during side-cutting of the individuals with ACLR.,NA,none,none,FALSE,NA,"The hypothesis is empirically motivated by prior observations of biomechanical alterations after ACLR, with no theoretical framework cited."
Study237,The contralateral leg would also have altered knee biomechanics and there would be significant differences between individuals with ACLR and healthy controls.,NA,none,none,FALSE,NA,"The hypothesis is motivated by epidemiological data showing similar rates of contralateral injury, not by a theoretical model of movement adaptation or injury risk."
Study237,The reconstructed leg would have significant strength deficits in the quadriceps and hamstring compared with the contralateral and healthy control legs.,NA,none,none,FALSE,NA,"The hypothesis is based on prior empirical findings of post-surgical strength deficits, not on a theoretical framework explaining neuromuscular adaptation."
Study238,High-intensity strength training (85% 1-RM) would increase corticospinal excitability (CSE) and reduce short-interval intracortical inhibition (SICI).,Corticospinal Adaptation Model,implicit,abductive,FALSE,NA,"The hypothesis is based on a direct analogy from a previous experiment on elbow flexors, not on a direct causal claim from the Corticospinal Adaptation Model."
Study238,Low-intensity strength training (<30% 1-RM) would increase corticospinal excitability (CSE) and have no effect on short-interval intracortical inhibition (SICI).,Corticospinal Adaptation Model,implicit,abductive,FALSE,NA,"The hypothesis is based on a direct analogy from a previous experiment on elbow flexors, not on a direct causal claim from the Corticospinal Adaptation Model."
Study239,Precooling would enhance subsequent performance in a similar fashion that mid-cooling would improve subsequent performance.,Optimal Muscle Temperature Hypothesis,implicit,consistent,FALSE,NA,"The hypothesis is consistent with the theory that an optimal (cooler) muscle temperature enhances localized endurance performance, as suggested by the discussion of ambient temperature effects on climbing and running performance."
Study240,Beta-alanine supplementation would maximize both strength and morphological adaptations induced by the resistance training programme.,Muscle Fatigue Via Metabolic Acidosis,implicit,consistent,TRUE,"Beta-alanine increases muscle carnosine content, which provides an augmented buffering potential against H+ accumulation during high-intensity exercise. This improved buffering capacity may attenuate muscle fatigue, thereby allowing for greater training stimulus and subsequently enhanced strength and morphological adaptations.","The hypothesis is consistent with the theory that metabolic acidosis (via H+ accumulation) causes fatigue, and that enhancing buffering capacity (via carnosine from beta-alanine) can mitigate this fatigue to improve performance and adaptations."
Study241,"All balance training programs (static, quasi-dynamic, dynamic) would result in balance and muscle power improvements in prepubertal children.",Task-Specificity Of Training Adaptations,implicit,consistent,FALSE,NA,"The hypothesis is consistent with the general principle that training induces adaptations, but the theory does not strictly entail that all types of BT will improve all outcomes."
Study241,"Children would benefit more from dynamic balance training (high task difficulty) than from static or quasi-dynamic training, due to the multiple postural control strategies involved.",Postural Control System Development Model,explicit,abductive,TRUE,"Dynamic BT involves multiple postural control strategies, which is expected to be more beneficial for prepubertal children who rely on a premature postural control system.","The hypothesis links the observed need for balance development in prepubertal children (premature system) to a specific training method (dynamic BT) expected to address that need, using the theory to explain the expected benefit."
Study242,"The mean medial-lateral force (F M-L) would increase in the curve, with a concomitant decrease in the mean vertical force (F V) and anterior-posterior force (F A-P), and the resultant force (F TOT) in the curve would remain similar to the straight.",Constant Limb Hypothesis,explicit,consistent,TRUE,"The increase in F M-L is necessary to produce the centripetal force and maintain the curved trajectory, which concomitantly leads to a decrease in F V and F A-P, while F TOT remains constant.",The hypothesis directly tests the core prediction of the Constant Limb Hypothesis regarding force redistribution during curved sprinting.
Study242,"Because of the reduced mean F V in the curve, the stance times would increase to produce a vertical impulse (IMP V) similar to the straight.",Constant Limb Hypothesis,explicit,consistent,TRUE,Reduced vertical force necessitates increased stance time to maintain a similar vertical impulse.,"This hypothesis tests a secondary, compensatory prediction of the Constant Limb Hypothesis regarding the maintenance of vertical impulse."
Study243,Dynamic hip range of motion would improve after hip arthroscopy for FAIS.,NA,none,none,FALSE,NA,"The hypothesis is empirically motivated by the observation that patient-reported outcomes improve after surgery, not by a theoretical framework."
Study243,Hip dynamic range of motion would be associated with changes in patient-reported outcome scores at both 6 months and 1 year after hip arthroscopy for FAIS.,NA,none,none,FALSE,NA,"The hypothesis is motivated by the clinical aim to link biomechanical and patient-reported measures of function, with no theoretical causal model provided."
Study244,Acute fasting would negatively influence performance proportionally to the fasting time.,Energy Substrate Mobilisation Model (Intermittent Fasting),implicit,consistent,TRUE,"Reduction in muscle glycogen stores and glycaemia, with an increase in the rating of perceived effort (RPE).","The hypothesis is consistent with the model's premise that fasting depletes energy substrates (glycogen/glucose), which is expected to impair performance."
Study244,Acute fasting would increase subjective perceptions of hunger and satiety proportionally to the fasting time.,Affective Response To Metabolic State Model,implicit,consistent,TRUE,Diminished levels of blood glucose and increased cortisol levels may be considered the main factors contributing to the negative affective state and the decrease in overall mood and pleasure experienced during physical exercise while fasting.,The hypothesis aligns with the model's claim that metabolic state (fasting) influences affective responses (hunger/satiety perceptions).
Study245,The posterior peroneus longus compartment would present a lower EMG amplitude in the CAI group compared to the No-CAI group.,Muscle Compartmentalization/Regional Activation Theory,implicit,abductive,TRUE,"Since this is the main muscle compartment contributing to ankle eversion, and individuals with CAI have demonstrated weakness in eversion force.","The hypothesis is framed by the theory that muscles have compartmentalized, regionally specific activation patterns, which can be altered in musculoskeletal disorders."
Study246,"U23 ELITE cyclists demonstrate higher physiological, performance, as well as training and racing characteristics compared to U23 NON-ELITE cyclists.",NA,none,none,FALSE,NA,"The hypothesis is empirically motivated by prior descriptive findings, not derived from or framed by any theoretical framework."
Study247,"The ETM would decrease TTE and increase dyspnea, EMG di, P di, and respiratory muscle fatigue compared to control exercise.",Neural Drive Theory Of Dyspnea,implicit,consistent,TRUE,"Increased inspiratory neural drive (IND), estimated via EMG di, is the primary cause of exertional dyspnea. The ETM is expected to increase EMG di, thereby increasing dyspnea.","The hypothesis that the ETM will increase dyspnea and EMG di is consistent with the Neural Drive Theory, which posits dyspnea is caused by awareness of increased inspiratory neural drive."
Study247,"The ETM would decrease TTE and increase dyspnea, EMG di, P di, and respiratory muscle fatigue compared to control exercise.",Respiratory Muscle Fatigue And Locomotor Muscle Competition Model,implicit,consistent,TRUE,Increased transdiaphragmatic pressure (P di) and potential for respiratory muscle fatigue might reduce overall training load on locomotor muscles by decreasing exercise time and/or intensity.,The hypothesis that the ETM will decrease TTE and increase P di and respiratory muscle fatigue is consistent with the model's prediction that respiratory loading can compromise locomotor performance.
Study248,"RSE training and RHIE training would be equivalently effective at improving RHIEa, with larger improvements for repeated sprints with RSE training.",NA,none,none,FALSE,NA,"The hypothesis is empirically motivated by the stated lack of prior comparative research, not by a theoretical framework."
Study248,RHIE training would more strongly improve repeated contact effort performance.,NA,none,none,FALSE,NA,"The hypothesis is based on the principle of training specificity, which is a practical maxim, not a formal theoretical framework identified in the text."
Study248,Both training programs would produce similar improvements in game situations in terms of high-intensity running and contact efforts production.,NA,none,none,FALSE,NA,"The hypothesis is an empirical prediction about transfer effects, not derived from or consistent with any identified theoretical model."
Study249,Combined high-intensity static stretching and high-speed dynamic stretching decreases the MTU stiffness and increases muscle strength of the hamstrings.,NA,none,none,TRUE,"The total stretching load (affected by intensity and duration) is related to changes in MTU stiffness. High-intensity static stretching reduces MTU stiffness, and high-speed dynamic stretching increases muscle activity/strength through postactivation potentiation.","The hypothesis is based directly on prior empirical findings, not on any overarching theoretical framework."
Study250,Both training load and environmental conditions would influence sweat rate and sodium loss.,NA,none,none,FALSE,NA,The hypothesis is not linked to any formal theory; it is empirically motivated by prior descriptive field studies.
Study251,"The adaptive ankle brace would restrict movement less during slower, nonexcessive ankle motions.",Trade-Off/Optimization Framework For Ankle Protection Technology,implicit,consistent,TRUE,"The adaptive brace is designed to provide adaptive stiffening during high angular velocities, implying it remains less restrictive at lower velocities.",The hypothesis is consistent with the framework's principle of optimizing the trade-off between protection and freedom of movement.
Study251,A similar protective effect of the adaptive brace to those of the passive braces during sudden inversion motions.,Trade-Off/Optimization Framework For Ankle Protection Technology,implicit,consistent,TRUE,Because of the adaptive stiffening of the novel ankle brace during high angular velocities.,The hypothesis is consistent with the framework's goal of maintaining protection in the injury-relevant domain while improving other domains.
Study251,An improved sports performance of athletes using the adaptive compared with the passive ankle braces.,Trade-Off/Optimization Framework For Ankle Protection Technology,implicit,consistent,TRUE,Because of the greater freedom to move.,The hypothesis is consistent with the framework's principle that reduced restriction in physiological ranges should benefit performance.
Study251,An improved subjective comfort rating of athletes using the adaptive compared with the passive ankle braces.,Trade-Off/Optimization Framework For Ankle Protection Technology,implicit,consistent,TRUE,Because of the greater freedom to move.,The hypothesis is consistent with the framework's principle that optimizing freedom of movement enhances comfort and compliance.
Study252,Higher shoulder-abduction angles would lead to increased activation of all parts of the trapezius and increased UT/MT and UT/LT activation ratios during scapular-retraction exercises.,Length-Tension Relationship,implicit,consistent,TRUE,"Contraction of the scapular retractors in different shoulder-abduction angles while standing may alter the length-tension relationship of the muscles, resulting in variable activation of the parts of the trapezius muscle.",The hypothesis is framed as a logical consequence of altering the length-tension relationship of the trapezius muscles by changing shoulder abduction angle.
Study253,"WG/S decrease wrist joint moment, joint angles, total joint ROM arc, and GRF in back handsprings.",NA,none,none,FALSE,NA,"The hypothesis is not linked to any theoretical framework; it is a direct, practical prediction about the effect of a device."
Study254,"peak M_s, peak M_a, peak M_k, and peak M_h would increase with load but not depth",Support Moment (M_s) Framework,implicit,consistent,FALSE,NA,"The hypothesis is consistent with the M_s framework's focus on quantifying total lower extremity support and joint contributions, but is not a direct logical deduction from it."
Study254,percent contribution of the ankle would decrease with depth but increase with load,Support Moment (M_s) Framework,implicit,consistent,FALSE,NA,"The hypothesis applies the M_s framework's analytical approach (joint contribution percentages) to novel conditions (depth variations), but the specific directional predictions are not entailed by the theory."
Study254,percent contribution of the knee would increase with depth but not load,Support Moment (M_s) Framework,implicit,consistent,FALSE,NA,"The hypothesis uses the M_s framework's concept of relative joint contribution to generate a testable prediction, which is compatible with but not logically required by the theory."
Study254,percent contribution of the hip would increase with both depth and load,Support Moment (M_s) Framework,implicit,consistent,FALSE,NA,"The hypothesis is consistent with the M_s framework's capacity to track coordination changes, but the specific prediction stems from synthesizing prior mixed findings rather than theoretical deduction."
Study255,The effects of increased ROM and decreased tissue hardness would be greater in VFR compared to FR.,Mechanoreceptor-Mediated Neuromuscular Modulation,explicit,consistent,TRUE,The vibration function would affect mechanoreceptors.,"The hypothesis is explicitly linked to a theory that vibration stimulates mechanoreceptors, which is proposed as the mechanism for the greater effect of VFR."
Study255,A short-term FR/VFR intervention would not alter CMJ height.,NA,none,none,FALSE,NA,The hypothesis is based solely on prior empirical findings ('previous studies have reported') with no theoretical mechanism proposed.
Study256,"Lower movement velocities and higher force levels can be hypothesized during BPT when loads are increased during exercise (e.g., 30%-70% of 1-RM).",Force-Velocity Relationship (Power Profile),implicit,derived,TRUE,"Based on the force-velocity profile for a specific exercise, maximal mechanical power and the intensity (i.e., load and velocity) at which it is produced can be calculated. Larger loads will result in slower maximal movement velocities.","The hypothesis directly follows from the inverse relationship between force and velocity described by the Force-Velocity Relationship, where increased load (force) necessitates decreased velocity."
Study256,Mechanical performance measures during BPT will be enhanced when using EXT compared with INT instructions at light and/or heavy loads but not at moderate loads.,Constrained Action Hypothesis,implicit,abductive,FALSE,NA,"The hypothesis is built on prior, mixed empirical findings (Calatayud et al., 2017 vs. Makaruk et al., 2014), and the Constrained Action Hypothesis is invoked as a plausible explanatory framework for the expected interaction effect."
Study257,Different wrist postures would result in varying strength levels in HGS max.,Length-Tension Relationship (Muscle Physiology),implicit,consistent,TRUE,"The extrinsic hand muscles, such as the superficial and deep muscle fingers flexors, have their length modified by the angle between the hand and forearm, altering their capacity to generate force based on the cross-bridge cycle and the length-tension curve.","The hypothesis is consistent with the length-tension relationship theory, which predicts that muscle force output varies with muscle length."
Study257,Postures that generate muscle shortening would increase MEP amplitude.,Task-Dependent Corticospinal Modulation,implicit,abductive,FALSE,NA,"The hypothesis is an abductive inference from prior, divergent empirical findings on remote corticospinal modulation, which the authors suggest may be task-dependent."
Study257,A corticospinal modulatory effect of the intrinsic hand muscle would occur even if it has not modified its length.,Task-Dependent Corticospinal Modulation,implicit,abductive,FALSE,NA,The hypothesis is abducted from the premise that a complex manual task like handgrip may lead to corticospinal modulation of synergistic muscles regardless of length changes.
Study258,Diurnal napping would change the HRV profile of athletes following nap in order to prepare them for physical stress.,Autonomic Nervous System (Ans) Homeostatic/Regulatory Framework,implicit,consistent,TRUE,"Napping induces a shift from sympathetic to parasympathetic (vagal) dominance, which is critical for maintaining autonomic balance and beneficial for health and cognition, thereby preparing the body for subsequent physical stress.","The hypothesis is consistent with the ANS framework, which posits that sleep has a regulatory influence on cardiovascular activity and that shifts in autonomic balance are beneficial."
Study258,"Diurnal napping would impact positively perceived variables including stress, sleepiness and fatigue.",Hrv As A Psychophysiological Marker Framework,implicit,abductive,FALSE,NA,"The hypothesis is linked abductively to the HRV psychophysiological marker framework, as HRV is described as a marker of mental well-being, and improved subjective states are expected to correlate with positive autonomic changes."
Study259,"Exercise in a hot, humid environment would produce greater functional balance deficits than exercise in ambient temperatures and standing in the heat.",NA,none,none,TRUE,"Environmental heat stress can lead to loss of functional balance via dehydration, fatigue, increased cardiovascular strain, and impaired cognitive function. Exercise fatigue can reduce postural stability by altering center of pressure, modifying joint kinematics, and reducing the ability to detect and respond to slips. The combination of these factors is expected to produce a greater deficit.","The hypothesis is empirically motivated by reviewing separate lines of evidence on heat stress and exercise fatigue, not derived from a formal theoretical framework."
Study259,The 20-minute recovery protocol would not return rectal temperature and perceived exertion measures to baseline values.,NA,none,none,FALSE,NA,"The hypothesis is based on prior empirical observations that 10-20 minute recovery periods are insufficient for restoring physiological markers, not on theoretical prediction."
Study260,"The inhibited response, but not the simple response, in both the cognitive and the motor tasks will be altered by the exercise.",Shared Neural Network Model Of Inhibition,implicit,consistent,TRUE,"Cognitive and motor inhibitory functions are mediated by overlapping brain networks (prefrontal cortices and basal ganglia). Acute aerobic exercise is proposed to have a priming effect on these central nervous system regions, transiently increasing blood flow and neural activation.","The hypothesis is consistent with the theory that shared neural networks underpin both cognitive and motor inhibition, and that exercise-induced physiological priming (arousal) should affect tasks requiring those networks."
Study260,Motor and cognitive inhibition will be related.,Shared Neural Network Model Of Inhibition,implicit,consistent,TRUE,Cognitive and motor inhibitory functions are mediated by overlapping brain networks comprising the prefrontal cortices and basal ganglia.,The hypothesis is directly consistent with the core claim of the Shared Neural Network Model that common neural substrates underlie both cognitive and motor inhibition.
Study261,"Mechanical work done by lower limb joint moments would decline following the repeated running protocol, particularly at the hip.",Joint Work As A Surrogate For Muscle Mechanical Energy,implicit,abductive,FALSE,NA,"The hypothesis uses the joint work surrogate to predict a decline in mechanical energy output, but the prediction is based on prior observations of reduced muscle activity and performance decrements, not a direct deduction from the theory."
Study261,The reduction in sprint speed following the repeated running protocol would be correlated with changes in work done by the hip moments.,Joint Work As A Surrogate For Muscle Mechanical Energy,implicit,abductive,FALSE,NA,"The hypothesis proposes a relationship between the surrogate measure (joint work) and a performance outcome (speed), based on the cited observation that hip/knee work during swing are 'main mechanisms for increasing running speed'."
Study262,The kinematics of a single-leg drop vertical jump would differ between the dominant and nondominant legs of female soccer players.,NA,none,none,FALSE,NA,"The hypothesis is based on the functional differences between the kicking (dominant) and supporting (nondominant) legs in soccer, not on a formal theoretical framework."
